 ,EG00_fresh_recipe,EG00_used_recipe,EG01_fresh_recipe,EG01_used_recipe,EG02_fresh_recipe,EG02_used_recipe,EG03_fresh_recipe,EG03_used_recipe,EG04_fresh_recipe,EG04_used_recipe,EG05_fresh_recipe,EG05_used_recipe,EG06_fresh_recipe,EG06_used_recipe,EG07_fresh_recipe,EG07_used_recipe,EG08_fresh_recipe,EG08_used_recipe,EG09_fresh_recipe,EG09_used_recipe,EG10_fresh_recipe,EG10_used_recipe,EG11_fresh_recipe,EG11_used_recipe,EG12_1_fresh_recipe,EG12_1_used_recipe,EG12_2_fresh_recipe,EG12_2_used_recipe,EG13_1_fresh_recipe,EG13_1_used_recipe,EG13_2_fresh_recipe,EG13_2_used_recipe,EG14_1_fresh_recipe,EG14_1_used_recipe,EG14_2_fresh_recipe,EG14_2_used_recipe,EG15_1_fresh_recipe,EG15_1_used_recipe,EG15_2_fresh_recipe,EG15_2_used_recipe,EG16_1_fresh_recipe,EG16_1_used_recipe,EG16_2_fresh_recipe,EG16_2_used_recipe,EG17_1_fresh_recipe,EG17_1_used_recipe,EG17_2_fresh_recipe,EG17_2_used_recipe,EG18_1_fresh_recipe,EG18_1_used_recipe,EG18_2_fresh_recipe,EG18_2_used_recipe,EG19_fresh_recipe,EG19_used_recipe,EG20_fresh_recipe,EG20_used_recipe,EG21_fresh_recipe,EG21_used_recipe,EG22_fresh_recipe,EG22_used_recipe,EG23_fresh_recipe,EG23_used_recipe,EG24_fresh_recipe,EG24_used_recipe,EG25_fresh_recipe,EG25_used_recipe,EG27_fresh_recipe,EG27_used_recipe,EG28_fresh_recipe,EG28_used_recipe,EG29_1_fresh_recipe,EG29_1_used_recipe,EG29_2_fresh_recipe,EG29_2_used_recipe,EG30_1_fresh_recipe,EG30_1_used_recipe,EG30_2_fresh_recipe,EG30_2_used_recipe,EG31_1_fresh_recipe,EG31_1_used_recipe,EG31_2_fresh_recipe,EG31_2_used_recipe,EG32_1_fresh_recipe,EG32_1_used_recipe,EG32_2_fresh_recipe,EG32_2_used_recipe,EG33_1_fresh_recipe,EG33_1_used_recipe,EG33_2_fresh_recipe,EG33_2_used_recipe,EG34_1_fresh_recipe,EG34_1_used_recipe,EG34_2_fresh_recipe,EG34_2_used_recipe,EG35_1_fresh_recipe,EG35_1_used_recipe,EG35_2_fresh_recipe,EG35_2_used_recipe,EG36_1_fresh_recipe,EG36_1_used_recipe,EG36_2_fresh_recipe,EG36_2_used_recipe,EG37_1_fresh_recipe,EG37_1_used_recipe,EG37_2_fresh_recipe,EG37_2_used_recipe,EG37_3_fresh_recipe,EG37_3_used_recipe,EG38_1_fresh_recipe,EG38_1_used_recipe,EG38_2_fresh_recipe,EG38_2_used_recipe,EG39_1_fresh_recipe,EG39_1_used_recipe,EG39_2_fresh_recipe,EG39_2_used_recipe,EG39_3_fresh_recipe,EG39_3_used_recipe,EG40_1_fresh_recipe,EG40_1_used_recipe,EG40_2_fresh_recipe,EG40_2_used_recipe
SN118,0.0,1.2789429363444129e-05,0.0,1.2789429363444129e-05,0.0,1.1610453877056935e-05,0.0,9.880613283609273e-07,0.0,0.00017289945640281155,0.0,7.958824306733839e-06,0.0,1.344934355001015e-06,0.0,4.892742439508612e-05,0.0,0.00042582385508797973,0.0,4.3778932327407477e-05,0.0,4.935095254912369e-07,0.0,7.86781741378339e-05,0.0,9.879629541196508e-07,0.0,9.932059305154228e-06,0.0,1.2800252957944338e-05,0.0,1.6039298955677786e-05,0.0,1.3609465683179579e-05,0.0,9.63179879350656e-06,0.0,1.2899634514668368e-05,0.0,4.060059128690756e-05,0.0,1.2800510091816264e-05,0.0,0.0001668992888217921,0.0,1.2799587473073034e-05,0.0,8.30265224824677e-06,0.0,8.289617014848016e-06,0.0,9.677566126684118e-06,0.0,1.2349714168896843e-06,0.0,1.1759762148021963e-06,0.0,1.3429660109523671e-05,0.0,1.1689584573932808e-05,0.0,4.4269672772554e-05,0.0,2.279018210491338e-05,0.0,1.1200002064938091e-05,0.0,1.5029927320414436e-05,0.0,1.0840441760331433e-05,0.0,1.3609718261522726e-05,0.0,9.742633429997652e-06,0.0,1.3609718261522726e-05,0.0,1.6089628266518747e-05,0.0,1.289978742311505e-05,0.0,5.550423577038308e-05,0.0,1.2709728303243743e-05,0.0,4.303032810175143e-05,0.0,3.942130301424827e-05,0.0,1.5380586769339292e-05,0.0,3.9150281519076506e-05,0.0,1.5369689182494268e-05,0.0,1.2730404664624963e-05,0.0,0.00013170032456712218,0.0,1.3429483311490828e-05,0.0,5.624593996637573e-05,0.0,1.2790609237257297e-05,0.0,5.374365047830177e-05,0.0,1.4300685750169523e-05,0.0,6.819749592218287e-06,0.0,5.061199896823425e-06,0.0,3.6610289390213185e-05,0.0,3.6610289390213185e-05,0.0,3.6610289390213185e-05,0.0,0.0008291923399209903,0.0,6.103733401422157e-06
SN119,0.0,1.2689433825027834e-05,0.0,1.2689433825027834e-05,0.0,1.2150474987617723e-05,0.0,9.670621502457776e-07,0.0,0.0001748994501148163,0.0,8.61780975944619e-06,0.0,1.603921714068125e-06,0.0,4.892742439508612e-05,0.0,0.0003158176924302114,0.0,4.344894037519084e-05,0.0,5.960115039367318e-07,0.0,7.833818202793475e-05,0.0,9.666637527808365e-07,0.0,9.428056295710235e-06,0.0,1.2690250784087003e-05,0.0,1.6199291962716968e-05,0.0,1.3009489238660274e-05,0.0,9.240806961253542e-06,0.0,1.2799637347887993e-05,0.0,3.8400559246730304e-05,0.0,1.2690505708214717e-05,0.0,0.0001696992768907017,0.0,1.269959069593965e-05,0.0,8.23165522191586e-06,0.0,8.109625330569049e-06,0.0,9.587570161463867e-06,0.0,1.190972435235315e-06,0.0,1.155976619312363e-06,0.0,1.3429660109523671e-05,0.0,1.1719583507826564e-05,0.0,4.4299672550805104e-05,0.0,2.1720173555011788e-05,0.0,1.1140002053875924e-05,0.0,1.497992756219616e-05,0.0,1.0730437277523643e-05,0.0,1.3009730682028704e-05,0.0,9.352648103332448e-06,0.0,1.3009730682028704e-05,0.0,1.6289623645841538e-05,0.0,1.279978907099788e-05,0.0,5.2504006809821835e-05,0.0,1.2579731082203483e-05,0.0,4.0740310640607793e-05,0.0,3.944130367534124e-05,0.0,1.548059058448454e-05,0.0,3.9150281519076506e-05,0.0,1.5479686958035868e-05,0.0,1.2620401167915713e-05,0.0,0.00013450033146756215,0.0,1.3429483311490828e-05,0.0,5.642595897764792e-05,0.0,1.2690604473869829e-05,0.0,5.404367085685574e-05,0.0,1.426068383198723e-05,0.0,6.739752529552969e-06,0.0,4.832190851897014e-06,0.0,3.6810290971148524e-05,0.0,3.6810290971148524e-05,0.0,3.6810290971148524e-05,0.0,0.000792492678952466,0.0,6.009737506970373e-06
SN120,0.0,1.2989420440276719e-05,0.0,1.2989420440276719e-05,0.0,1.1790460913910529e-05,0.0,9.866613831532507e-07,0.0,0.00016789947212279965,0.0,8.679808390809111e-06,0.0,1.8949075113211325e-06,0.0,4.926740649797452e-05,0.0,0.0004108230147255568,0.0,4.3678934766129706e-05,0.0,7.032135731011911e-07,0.0,7.93081595179411e-05,0.0,9.862630178625622e-07,0.0,9.62905749590516e-06,0.0,1.298025651516543e-05,0.0,1.6229290651536815e-05,0.0,1.3509469609093029e-05,0.0,9.280806125678404e-06,0.0,1.3099628848229116e-05,0.0,4.030058691779248e-05,0.0,1.3000518062000892e-05,0.0,0.00016539929521344765,0.0,1.2999581027339799e-05,0.0,8.383648855751042e-06,0.0,8.50160722077658e-06,0.0,1.0109546759741312e-05,0.0,1.2249716483318732e-06,0.0,1.1579765788613462e-06,0.0,1.3559656819444601e-05,0.0,1.1789581020245322e-05,0.0,4.435967210730732e-05,0.0,2.2680181225951536e-05,0.0,1.1330002088906124e-05,0.0,1.5379925627942387e-05,0.0,1.1050450318419036e-05,0.0,1.3509720331607055e-05,0.0,9.471643626084139e-06,0.0,1.3509720331607055e-05,0.0,1.6289623645841538e-05,0.0,1.3099784127349392e-05,0.0,5.520421287432696e-05,0.0,1.2889724455453331e-05,0.0,4.2750325966764434e-05,0.0,3.9511305989166644e-05,0.0,1.5650597070231463e-05,0.0,3.9250282238154606e-05,0.0,1.564968352023652e-05,0.0,1.2920410704395485e-05,0.0,0.00013060032185623508,0.0,1.3559478310038395e-05,0.0,5.604591884273997e-05,0.0,1.2990618764032236e-05,0.0,5.382365591258283e-05,0.0,1.4820710686539324e-05,0.0,6.969744084715755e-06,0.0,5.074200410290863e-06,0.0,3.6910291761616187e-05,0.0,3.6910291761616187e-05,0.0,3.6910291761616187e-05,0.0,0.0007614929653278269,0.0,6.74270549242949e-06
SN122,0.0,1.4289362439688552e-05,0.0,1.4289362439688552e-05,0.0,1.4160553565816209e-05,0.0,1.2999491214140327e-06,0.0,0.00018289942496283533,0.0,1.1809739296711477e-05,0.0,3.4558313240769573e-06,0.0,5.436713804130047e-05,0.0,0.0004768267123202178,0.0,4.8458818195207084e-05,0.0,1.3020251310832633e-06,0.0,8.633799637850252e-05,0.0,1.3009512179247627e-06,0.0,1.2650075534655757e-05,0.0,1.4250281613336468e-05,0.0,1.7329242574931173e-05,0.0,1.5209402868564395e-05,0.0,1.2299743060644797e-05,0.0,1.4399592016373992e-05,0.0,4.530065973637715e-05,0.0,1.4290569469691748e-05,0.0,0.00016149931183175208,0.0,1.4189542675227058e-05,1.3009789142638701e-12,1.1099535102437568e-05,0.0,9.913541988564927e-06,0.0,1.2339446786865263e-05,0.0,1.604962853528699e-06,0.0,1.5129693988058867e-06,0.0,1.4649629233397007e-05,0.0,1.252955472295792e-05,0.0,4.843964194945822e-05,0.0,2.5510203839242667e-05,0.0,1.2220002252994954e-05,0.0,1.6799918761341488e-05,0.0,1.1950486995937328e-05,0.0,1.5209685140173451e-05,0.0,1.2309536849355549e-05,0.0,1.5209685140173451e-05,0.0,1.7489595921778298e-05,0.0,1.4399762704872614e-05,0.0,6.200473185159912e-05,0.0,1.4139697734686586e-05,0.0,4.804036630276874e-05,0.0,4.312142531644813e-05,0.0,1.689064437803255e-05,0.0,4.2880308340689674e-05,0.0,1.688965844452363e-05,0.0,1.4170450439727865e-05,0.0,0.00012530030879468802,0.0,1.4649436374783369e-05,0.0,6.005634237163696e-05,0.0,1.4290680688069333e-05,0.0,5.7083877359536004e-05,0.0,1.749083872520734e-05,0.0,7.548722825755989e-06,0.0,5.662223634818066e-06,0.0,4.0810322589855237e-05,0.0,4.0810322589855237e-05,0.0,4.0810322589855237e-05,0.0,0.000823492392577105,0.0,9.94056581643802e-06
SN124,0.0,1.918914382208701e-05,0.0,1.918914382208701e-05,0.0,2.7041057091784626e-05,0.0,2.1539156980967894e-06,0.0,0.0002478992206029901,0.0,2.0679543493310188e-05,0.0,6.340690516774302e-06,0.0,7.027630056175459e-05,0.0,0.0006777379675742694,0.0,6.598839068720007e-05,0.0,2.3930461894640927e-06,0.0,0.00011079742875536342,0.0,2.152919271477336e-06,0.0,2.0160120377759688e-05,0.0,1.9230380029786686e-05,0.0,2.3078991265401703e-05,0.0,2.401905699558953e-05,0.0,1.989958430136841e-05,0.0,1.9409450072070775e-05,0.0,7.250105586947779e-05,0.0,1.9190764739215164e-05,0.0,0.00022999901994614846,0.0,1.9199381209609547e-05,2.86195361462198e-12,1.800924569323429e-05,0.0,1.5909264982657656e-05,0.0,2.0739070207421842e-05,0.0,2.602939755598258e-06,0.0,2.4439505688576256e-06,0.0,1.9439508006637392e-05,0.0,1.672940546808348e-05,0.0,6.739950180415946e-05,0.0,4.0370322578997505e-05,0.0,1.6630003066064324e-05,0.0,2.142989637235405e-05,0.0,1.5420628408146745e-05,0.0,2.4019502765744003e-05,0.0,1.9399270095653744e-05,0.0,2.4019502765744003e-05,0.0,2.338945961180071e-05,0.0,1.939968031073116e-05,0.0,9.913756562014548e-05,0.0,1.9089591920450276e-05,0.0,7.666058452893945e-05,0.0,6.0501999806241e-05,0.0,2.2580861459797215e-05,0.0,6.027043338837142e-05,0.0,2.2569543581580718e-05,0.0,1.9130608109526752e-05,0.0,0.0001758004332490515,0.0,1.9439252090497523e-05,0.0,9.213973060281287e-05,0.0,1.9190914094055322e-05,0.0,7.922538129681923e-05,0.0,2.6731281825316877e-05,0.0,9.719643113836033e-06,0.0,8.738345129113432e-06,0.0,5.6320445191390517e-05,0.0,5.6320445191390517e-05,0.0,5.6320445191390517e-05,0.0,0.0009937908193602028,0.0,2.1199074067848905e-05
SB121,0.0,1.2199455686787987e-05,0.0,1.2199455686787987e-05,0.0,1.1820462086719463e-05,0.0,1.0099604712524407e-06,0.0,0.00012689960102670205,0.0,8.512812077299306e-06,0.0,3.17884484353028e-11,0.0,4.7837481771120376e-05,0.0,6.687374633568155e-05,0.0,4.234896720113537e-05,0.0,4.972095969082938e-12,0.0,7.33482978267681e-05,0.0,1.0099621292113839e-06,0.0,9.374055973269807e-06,0.0,1.2180240705293908e-05,0.0,1.5029343098742964e-05,0.0,1.3909453905439233e-05,0.0,9.27180631368281e-06,0.0,1.2299651513986117e-05,0.0,4.1100598568766034e-05,0.0,1.2200486181262375e-05,0.0,0.00015029935955611354,0.0,1.2199606810272734e-05,0.0,8.10366058289676e-06,0.0,7.94463295331333e-06,0.0,9.52057316513324e-06,0.0,1.2639707457073368e-06,0.0,1.2079755675859294e-06,0.0,1.2649679849998097e-05,0.0,1.1239600565526499e-05,0.0,4.318968075551405e-05,0.0,2.3330186419816987e-05,0.0,1.0810001993033998e-05,0.0,1.5049927223701749e-05,0.0,1.0670434832355757e-05,0.0,1.3909712051269737e-05,0.0,9.421645507280908e-06,0.0,1.3909712051269737e-05,0.0,1.5189649059566174e-05,0.0,1.2299797310412026e-05,0.0,5.630429682653274e-05,0.0,1.2109741129211778e-05,0.0,4.3620332600474024e-05,0.0,3.873128020654072e-05,0.0,1.4530554340604674e-05,0.0,3.853027706079228e-05,0.0,1.4529706169267516e-05,0.0,1.2050383048604149e-05,0.0,0.00011860029228292098,0.0,1.2659512935478324e-05,0.0,5.492580055037972e-05,0.0,1.220058113327123e-05,0.0,5.206353635839952e-05,0.0,1.3530648825160393e-05,0.0,6.759751795219298e-06,0.0,4.85419172084191e-06,0.0,3.6010284647407176e-05,0.0,3.6010284647407176e-05,0.0,3.6010284647407176e-05,0.0,0.0009418912988079845,0.0,6.151731304972003e-06
SB123,0.0,1.4789340131770027e-05,0.0,1.4789340131770027e-05,0.0,1.4520567639523402e-05,0.0,1.1909533873877792e-06,0.0,0.00017789944068282343,0.0,1.1159753645326e-05,0.0,1.2639383083429614e-10,0.0,5.792695064801428e-05,0.0,0.00017090957452920558,0.0,5.3108704794623366e-05,0.0,2.0300391828717546e-11,0.0,8.914793116913944e-05,0.0,1.1909553424660971e-06,0.0,1.2000071653428386e-05,0.0,1.4790292284999744e-05,0.0,1.7929216351328102e-05,0.0,1.7409316498468515e-05,0.0,1.1999749327458338e-05,0.0,1.4999575017056241e-05,0.0,5.1100744205935384e-05,0.0,1.4800589793662555e-05,0.0,0.00017589925047185875,0.0,1.4799523015740695e-05,0.0,1.0709551436676248e-05,0.0,1.1049489507125525e-05,0.0,1.4239361608181633e-05,0.0,1.470965954854029e-06,0.0,1.5389688729426701e-06,0.0,1.5089618097744766e-05,0.0,1.3129533400833003e-05,0.0,5.255961149594394e-05,0.0,2.848022757121251e-05,0.0,1.2930002383897279e-05,0.0,1.7809913877350705e-05,0.0,1.2650515522896001e-05,0.0,1.7409639598318196e-05,0.0,1.2099544750381975e-05,0.0,1.7409639598318196e-05,0.0,1.8089582059746683e-05,0.0,1.499975281757564e-05,0.0,6.990533478107708e-05,0.0,1.4679686191315352e-05,0.0,5.4160412967484485e-05,0.0,4.701155389903123e-05,0.0,1.749066726890404e-05,0.0,4.6790336456643414e-05,0.0,1.7489646311114167e-05,0.0,1.4650465698095501e-05,0.0,0.00013820034058600067,0.0,1.5089419446790513e-05,0.0,6.784716513724982e-05,0.0,1.4790704505006679e-05,0.0,6.257425028707371e-05,0.0,1.8990910657043303e-05,0.0,7.989706633698549e-06,0.0,6.170243699545649e-06,0.0,4.511035657996495e-05,0.0,4.511035657996495e-05,0.0,4.511035657996495e-05,0.0,0.0008492921542389014,0.0,1.2779441820146652e-05
TE120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE122,0.0,1.2299451225204283e-06,0.0,1.2299451225204283e-06,0.0,8.581335462448368e-07,0.0,1.2109526046403026e-08,0.0,4.2989864839542325e-05,0.0,4.359903753908724e-07,0.0,0.0,0.0,3.459817870570161e-06,0.0,0.00012000672289938368,0.0,3.524914035041374e-06,0.0,0.0,0.0,6.965838345756874e-06,0.0,1.2119545550536607e-08,0.0,8.030047948085828e-07,0.0,1.2340243867268213e-06,0.0,1.531933042400148e-06,0.0,4.772812616151076e-07,0.0,8.740817405942779e-07,0.0,1.2499645847546868e-06,0.0,1.7190250350294114e-06,0.0,1.230049016635469e-06,0.0,1.3049944392596685e-05,0.0,1.2299603587406118e-06,0.0,7.790673692170368e-07,0.0,8.289617014848016e-07,0.0,8.707609612643656e-07,0.0,1.6259623675001026e-08,0.0,1.4559705516598621e-08,0.0,1.2239690226401321e-06,0.0,7.774723700797911e-07,0.0,3.0329775811871755e-06,0.0,8.056064371969381e-07,0.0,8.511001569168579e-07,0.0,3.3479838102959105e-07,0.0,2.82511512665464e-07,0.0,4.772901194874943e-07,0.0,7.881703448141383e-07,0.0,4.772901194874943e-07,0.0,1.5589639818211761e-06,0.0,1.2499794014646368e-06,0.0,2.350179352439644e-06,0.0,1.2009743266873118e-06,0.0,1.8220138926653756e-06,0.0,2.520083297714501e-06,0.0,1.4950570364214723e-06,0.0,2.4710177684198736e-06,0.0,1.4939697878104384e-06,0.0,1.2670402757329008e-06,0.0,9.493023394955893e-06,0.0,1.2239529094016956e-06,0.0,3.3933583624806695e-06,0.0,1.2300585896658699e-06,0.0,3.1712154013154987e-06,0.0,1.6640797963833625e-06,0.0,9.628646455054235e-08,0.0,4.813190101444605e-07,0.0,2.401018979128704e-06,0.0,2.401018979128704e-06,0.0,2.401018979128704e-06,0.0,9.396913191313972e-05,0.0,7.449674613465772e-07
TE124,0.0,8.444623219256112e-07,0.0,8.444623219256112e-07,0.0,6.227243436040787e-07,0.0,5.799773003231837e-09,0.0,3.5879887193365404e-05,0.0,2.8779364687498414e-07,0.0,0.0,0.0,2.1858849321001075e-06,0.0,0.0005358300177457481,0.0,2.2329455433325925e-06,0.0,0.0,0.0,4.502895502575826e-06,0.0,5.798782561680015e-09,0.0,6.047036107356787e-07,0.0,8.441166813906886e-07,0.0,1.0929522293363979e-06,0.0,5.293792162142005e-07,0.0,6.790858140230798e-07,0.0,8.559757476400095e-07,0.0,1.8000262146904832e-06,0.0,8.44733662074781e-07,0.0,7.2689690260371876e-06,0.0,8.447727732228201e-07,0.0,4.841797204144388e-07,0.0,6.462701419416493e-07,0.0,7.761652022661927e-07,0.0,9.075789943069454e-09,0.0,1.4219712393271455e-08,0.0,8.451786094243787e-07,0.0,5.205814995029444e-07,0.0,1.8099866211502765e-06,0.0,8.256065970081829e-07,0.0,5.727001055883968e-07,0.0,2.0179902416897095e-07,0.0,1.9620799569898778e-07,0.0,5.293890409735585e-07,0.0,6.141768913788933e-07,0.0,5.293890409735585e-07,0.0,1.1199741242076442e-06,0.0,8.559858941229832e-07,0.0,2.470188510862094e-06,0.0,8.363821206005559e-07,0.0,1.912014578911195e-06,0.0,1.5180501769565924e-06,0.0,1.070040822054164e-06,0.0,1.4890107070729226e-06,0.0,1.0689783823088074e-06,0.0,9.016286603005394e-07,0.0,5.775014232157409e-06,0.0,8.453674751700928e-07,0.0,2.05121662288472e-06,0.0,8.445402268071766e-07,0.0,1.9351314416731285e-06,0.0,1.3850664170618733e-06,0.0,6.618756972271676e-08,0.0,3.516138873193275e-07,0.0,1.5800124893891515e-06,0.0,1.5800124893891515e-06,0.0,1.5800124893891515e-06,0.0,6.256942198366661e-05,0.0,9.159599927429056e-07
TE125,0.0,9.65456923409328e-06,0.0,9.65456923409328e-06,0.0,1.3900543401472127e-05,0.0,1.6499354233331952e-07,0.0,0.00028279911087747314,0.0,6.5998543063755915e-06,0.0,0.0,0.0,4.398768442958999e-05,0.0,0.0007057395362507922,0.0,6.0918514330417166e-05,0.0,0.0,0.0,7.145834168644648e-05,0.0,1.6499381318799837e-07,0.0,9.322055662771616e-06,0.0,9.657190844911598e-06,0.0,1.3849394671829012e-05,0.0,1.9519233661694737e-05,0.0,2.239953207792223e-05,0.0,9.840721182856696e-06,0.0,4.790069760204119e-05,0.0,9.656384800513894e-06,0.0,9.769958369016829e-05,0.0,9.65568879999947e-06,0.0,8.701635537064119e-06,0.0,8.337614797322408e-06,0.0,1.3179409128920921e-05,0.0,2.3969445233073466e-07,0.0,2.4579502857005094e-06,0.0,9.194767290176483e-06,0.0,8.168709699269215e-06,0.0,3.0189776846699912e-05,0.0,2.451019584868043e-05,0.0,9.469001745794534e-06,0.0,6.818967025808786e-06,0.0,9.828400518499754e-06,0.0,1.951959591953884e-05,0.0,2.1709183184363035e-05,0.0,1.951959591953884e-05,0.0,1.4289669852613602e-05,0.0,9.836837897766104e-06,0.0,6.549499820905203e-05,0.0,9.59479489139447e-06,0.0,5.0650386203897514e-05,0.0,2.4460808516705043e-05,0.0,1.401053450184938e-05,0.0,2.443017567078005e-05,0.0,1.399971688711254e-05,0.0,9.610305485235342e-06,0.0,0.00010080024841583841,0.0,9.19664616647663e-06,0.0,4.091432083969472e-05,0.0,9.654459857426267e-06,0.0,4.177283737399823e-05,0.0,1.662079700474248e-05,0.0,3.948855005816717e-06,0.0,4.203166007972506e-06,0.0,3.401026883805382e-05,0.0,3.401026883805382e-05,0.0,3.401026883805382e-05,0.0,0.000501295369033276,0.0,1.5019343985806158e-05
TE126,0.0,1.2989420440276717e-06,0.0,1.2989420440276717e-06,0.0,2.5100981250140313e-06,0.0,1.1579546789211151e-07,0.0,8.915971968117222e-05,0.0,1.748961391189532e-06,0.0,2.9958537751546773e-12,0.0,6.194673904098886e-06,0.0,0.0005407302922641397,0.0,8.210799756517651e-06,0.0,0.0,0.0,1.243971131513286e-05,0.0,1.1579565798284974e-07,0.0,1.1120066398843638e-06,0.0,1.3040257700905794e-06,0.0,1.7909217225448204e-06,0.0,3.0528801418623993e-06,0.0,1.0199786928339588e-06,0.0,1.3009631398126778e-06,0.0,1.0200148549912736e-05,0.0,1.3000518062000892e-06,0.0,3.2639860917575155e-05,0.0,1.29995810273398e-06,0.0,9.58459855467244e-07,0.0,2.1768994259739606e-06,0.0,3.6538361879421125e-06,0.0,1.1389736387346968e-07,0.0,1.0989777721663382e-07,0.0,1.2629680356164107e-06,0.0,1.0279634680926372e-06,0.0,7.615943705348345e-06,0.0,5.135041031537087e-06,0.0,1.0430001922973597e-06,0.0,1.2189941053616234e-06,0.0,1.0860442575387396e-06,0.0,3.051936821026257e-06,0.0,9.251651903349921e-07,0.0,3.051936821026257e-06,0.0,1.878956588737646e-06,0.0,1.2999785775232221e-06,0.0,1.4001068482619156e-05,0.0,1.2679728944542143e-06,0.0,1.081008242574792e-05,0.0,6.681220838107374e-06,0.0,1.862071038004536e-06,0.0,6.6380477324043385e-06,0.0,1.861962345985968e-06,0.0,1.3000413247456757e-06,0.0,2.3680058358006484e-05,0.0,1.2629514089659654e-06,0.0,1.262133290141646e-05,0.0,1.2990618764032234e-06,0.0,8.410571278796388e-06,0.0,4.1922010255042405e-06,0.0,5.938781939616481e-07,0.0,6.000236984971458e-07,0.0,6.191048937853314e-06,0.0,6.191048937853314e-06,0.0,6.191048937853314e-06,0.0,0.00029299729329094326,0.0,5.938740607969559e-06
TE128,0.0,0.00017089237515344815,0.0,0.00017089237515344815,0.0,0.00030521193137620815,0.0,2.2629114321230426e-05,0.0,0.0013089958845071156,0.0,0.00024829451882925146,0.0,1.9039070720609166e-09,0.0,0.00029498447162375647,0.0,0.006138343876303475,0.0,0.0003399917083444162,0.0,3.015058195250414e-10,0.0,0.0005729867028594156,0.0,2.2629151469360014e-05,0.0,0.0001806010783840972,0.0,0.0001707033734313358,0.0,0.00020939084796252675,0.0,0.00019009253683853329,0.0,0.00017899626080125356,0.0,0.0001719951268622449,0.0,0.0005600081556814836,0.0,0.00017100681450785788,0.0,0.0016689928882179209,0.0,0.00017099448889808504,0.0,0.00017909249881500614,0.0,0.00020409057089631848,0.0,0.0002662880615350259,0.0,2.6419388529737218e-05,0.0,2.466950103670934e-05,0.0,0.0001619959000553116,0.0,0.00015129462327083268,0.0,0.0003855971497875948,0.0,0.0003170025330082291,0.0,0.0001600000294991156,0.0,0.00011319945260618192,0.0,9.51438772212115e-05,0.0,0.0001900960647696892,0.0,0.00017209352492072216,0.0,0.0001900960647696892,0.0,0.00021389505818572777,0.0,0.000171997165641534,0.0,0.0007658584459992678,0.0,0.00016859639590298148,0.0,0.0005937045269349251,0.0,0.0003557117575385111,0.0,0.00021270811481394455,0.0,0.00035610256063711736,0.0,0.00021269569870634552,0.0,0.00016920537857459102,0.0,0.0012580031002690944,0.0,0.00016199376742081267,0.0,0.0007074747142996833,0.0,0.0001709081406291847,0.0,0.0004724320894296567,0.0,0.00028441363827609877,0.0,6.008779369448634e-05,0.0,0.00011780465280493962,0.0,0.00031610249866829797,0.0,0.00031610249866829797,0.0,0.00031610249866829797,0.0,0.0017669836766044257,0.0,0.00033358542967143375
